Número;Cliente (Completo);Serviço (2º Nível);Status;Esforço estimado;Tempo trabalhado;Andamento;Data da última ação;Tipo de faturamento;Responsável;Account Manager ;Aberto em;Resolvido em;Vencimento em;Assunto;Serviço (3º Nível)
8215;Sicoob Coopecredi;M365;Fechado;30.0;43:11:00;75.0;17/02/2025 00:00;Faturar no inicio do projeto;Gabriel de Menezes;Gustavo Moyses;16/10/2024 00:00;17/02/2025 00:00;30/01/2025 23:59;SICOOB PRO / M365 F1 - ENTRA ID P1 e RENAME SPO;Criação de ambiente M365
8295;Gustavo Alves Vieira;M365;Fechado;15.0;16:39:00;100.0;29/01/2025 00:00;Faturar no final do projeto;Gabriel de Menezes;Keila Sayuri;22/10/2024 00:00;29/01/2025 00:00;28/01/2025 23:23;GUSTAVO ALVES VIEIRA - MIGRAÇÃO GMAIL;Migracao E-mails IMAP para M365
8664;Doctor Clin Operadora de Planos de Saúde;M365;Fechado;15.0;3:09:00;100.0;30/01/2025 00:00;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Denilson Barboza;08/11/2024 00:00;30/01/2025 00:00;24/01/2025 23:59;DOCTOR CLIN - ENTRA ID;Desenvolvimento e implementação de projeto INTUNE
6889;Marilan;Azure;Fechado;700.0;662:26:00;75.0;06/06/2025 00:00;Faturar no final do projeto;René Pretto de Braga ;Mateus Silva;08/08/2024 00:00;06/06/2025 00:00;24/04/2025 14:00;MARILAN sap on azure;Desenvolvimento e implementação de projeto de Migração de Banco de Dados
8292;HIDROPAN DISTRIBUICAO DE ENERGIA S.A.;M365;Fechado;30.0;67:45:00;100.0;14/01/2025 00:00;Descontar do PLUS no inicio do projeto;Luciano Seabra;Jéssica Oliveira;22/10/2024 00:00;14/01/2025 00:00;14/01/2025 23:00;HIDROPAN - Projeto Entra ID;Desenvolvimento e implementação de projeto Windows 365
6998;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA;M365;Fechado;250.0;225:02:00;75.0;08/05/2025 00:00;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Jéssica Oliveira;14/08/2024 00:00;08/05/2025 00:00;25/04/2025 18:00;LIONS TRUST - Projetos Segurança;Desenvolvimento e implementação de projeto INTUNE
7329;HT MICRON;M365;Aguardando;80.0;31:23:00;50.0;15/07/2025 00:00;PRIME;Tadeu Trajano;Junior Brevia;30/08/2024 00:00;;25/07/2025 18:00;HT MICRON, Migração FS para Sharepoint;Desenvolvimento e implementação de projeto de migração para Sharepoint
8808;PRIME HOLDING;M365;Fechado;300.0;18:37:00;100.0;03/04/2025 00:00;PRIME;Tadeu Trajano;Junior Brevia;19/11/2024 00:00;03/04/2025 00:00;21/02/2025 15:00;PRIME HOLDING, M365 + Unificação de Tenants;Migracao de tenant para tenant
8476;GDM;M365;Fechado;173.0;83:12:00;100.0;07/01/2025 00:00;Faturar no inicio do projeto;Tadeu Trajano;Erika Okada;31/10/2024 00:00;07/01/2025 00:00;06/01/2025 18:00;GDM, Migração KWS- Exchange online;Migracao de tenant para tenant
8912;CAMPOS MELLO ADVOGADOS;M365;Fechado;65.0;60:52:00;50.0;01/04/2025 00:00;Descontar do PLUS no inicio do projeto;Helen Machado;Thiago Alcantara;25/11/2024 00:00;01/04/2025 00:00;21/03/2025 18:00;Campos Mello - Sharepoint INTRANET;Desenvolvimento e implementação de projeto INTRANET
6525;TradersClub;M365;Fechado;60.0;52:16:00;50.0;13/05/2025 00:00;Descontar do PLUS no inicio do projeto;Helen Machado;Erika Okada;17/07/2024 00:00;13/05/2025 00:00;30/06/2025 18:00;TC S.A- Intranet;Desenvolvimento e implementação de projeto INTRANET
7764;HT MICRON;M365;Fechado;40.0;39:06:00;75.0;02/04/2025 00:00;Descontar do PLUS no inicio do projeto;Helen Machado;Denilson Barboza;24/09/2024 00:00;02/04/2025 00:00;31/03/2025 18:00;HT MICRON, Implementação Sharepoint INTRANET;Desenvolvimento e implementação de projeto INTRANET
8454;TW TRANSPORTES E LOGISTICA LTDA;Data e Power;Fechado;16.0;18:01:00;;28/01/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Eder Rodrigues;30/10/2024 00:00;28/01/2025 00:00;;TW TRANSPORTES , VALIDAÇÃO DE CONSUMO DE RECURSOS DE BANCO DE DADOS;Desenvolvimento e implementação de projeto Data
8497;COMERCIAL ZAFFARI (GAUCHINHO);Data e Power;Em Atendimento;597.0;522:57:00;75.0;16/07/2025 00:00;Descontar do PLUS no inicio do projeto;CDB Data Solutions;Eder Rodrigues;01/11/2024 00:00;;08/08/2025 08:00;COMERCIAL ZAFFARI , PROJETO DE DATA ANALYTICS 2024 ESCOPO FECHADO;Desenvolvimento e implementação de projeto Data
9134;YOSEN;M365;Fechado;20.0;31:01:00;100.0;24/06/2025 00:00;Faturar no final do projeto;Gabriel de Menezes;Mateus Silva;05/12/2024 00:00;24/06/2025 00:00;23/06/2025 18:00;YOSEN Migração File Server para Sharepoint Online - PCN 86899;Desenvolvimento e implementação de projeto de migração para Sharepoint
9147;A7 REALIZACOES;M365;Fechado;55.0;4:40:00;100.0;21/01/2025 00:00;PRIME;Gabriel de Menezes;Jéssica Oliveira;05/12/2024 00:00;21/01/2025 00:00;21/01/2025 22:00;A7 REALIZACOES - Migração Google para MS;Migracao E-mails IMAP para M365
9011;YOSEN;M365;Fechado;50.0;2:34:00;100.0;15/03/2025 00:00;Faturar no final do projeto;Gabriel de Menezes;Mateus Silva;29/11/2024 00:00;15/03/2025 00:00;14/03/2025 18:00;YOSEN migração 365 - PCN 86878;Migracao GSuite para M365
9550;BBMO SOCIEDADE DE ADVOGADOS;M365;Fechado;10.0;9:53:00;100.0;06/02/2025 00:00;Faturar no final do projeto;Gabriel de Menezes;Gustavo Moyses;06/01/2025 00:00;06/02/2025 00:00;05/02/2025 18:00;BBMOV - FAST TRACK SECURITY - ADVANCED ASSESSMENT;Assessment de Segurança
9684;PLANTECH;M365;Fechado;10.0;8:16:00;100.0;10/02/2025 00:00;Descontar do PLUS no inicio do projeto;Gabriel de Menezes;Denilson Barboza;13/01/2025 00:00;10/02/2025 00:00;10/02/2025 18:00;PLANTECH - FAST TRACK SECURITY - ADVANCED ASSESSMENT;Assessment de Segurança
9898;BLB Auditores;M365;Fechado;45.0;0:18:00;100.0;30/05/2025 00:00;Faturar no final do projeto;Gabriel de Menezes;Gustavo Moyses;23/01/2025 00:00;30/05/2025 00:00;16/05/2025 18:00;BLB AUDITORES /  Segurança M365;Desenvolvimento e implementação de projeto DEFENDER
9956;PROTECTING BRAINS & SAVING FUTURES SISTEMA DE DIAGNOSTICOS INTEGRADOS LTDA;Azure;Em Atendimento;495.0;226:13:00;25.0;16/07/2025 00:00;Descontar do PLUS no inicio do projeto;Mateus Augusto;Eder Rodrigues;28/01/2025 00:00;;30/08/2025 10:00;PBSF , SOU PLUS (PARCERIA DE SERVIÇOS ) CLIENTE COM SPONSORSHIP;Desenvolvimento e implementação de projeto Azure Backup
9634;GS Inima Brasil;Data e Power;Fechado;33.0;32:19:00;100.0;27/03/2025 00:00;Descontar do PLUS no inicio do projeto;Mateus Augusto;Eder Rodrigues;09/01/2025 00:00;27/03/2025 00:00;21/03/2025 20:00;GS INIMA , AMBIENTE AZURE PARA TESTE DE PERFORMANCE DE BI;Desenvolvimento e implementação de projeto Power BI Embedded
9642;FARMACIAS ASSOCIADAS;Azure;Fechado;15.0;11:02:00;100.0;21/02/2025 00:00;PRIME;Mateus Augusto;Erika Okada;09/01/2025 00:00;21/02/2025 00:00;29/01/2025 18:00;ASSOCIAÇÃO DOS PROPRIETÁRIOS E OFICIAIS DE FARMÁCIAS DO RS- AZURE;Atualização/Upgrade de ambiente
9111;Cestas de Natal;Azure;Fechado;20.0;15:52:00;100.0;07/01/2025 00:00;Faturar no final do projeto;Mateus Augusto;Cleber Bastos;04/12/2024 00:00;07/01/2025 00:00;;CAPITALDASCESTAS, Implementação do Azure AD – 20 horas;Desenvolvimento e implementação de projeto de ADDS
9476;MERCUR;Azure;Fechado;60.0;2:35:00;100.0;14/02/2025 00:00;Descontar do PLUS no inicio do projeto;Mateus Augusto;Eder Rodrigues;27/12/2024 00:00;14/02/2025 00:00;31/01/2025 20:00;MERCUR, INFRA AZURE PARA PROJETO DE BI;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
9623;IDEVER INTELIGENCIA DIGITAL LTDA;Azure;Fechado;80.0;22:37:00;100.0;12/03/2025 00:00;Descontar do PLUS no inicio do projeto;René Pretto de Braga ;Gustavo Moyses;08/01/2025 00:00;12/03/2025 00:00;18/03/2025 14:00;IDEVER  / ADEQUAÇÃO AMBIENTE AZURE;Desenvolvimento e implementação de projeto Azure Firewall
9767;Novo Cliente Projetos,TradersClub;M365;Fechado;30.0;19:03:00;100.0;13/02/2025 00:00;Faturar no final do projeto;Luciano Seabra;Erika Okada;16/01/2025 00:00;13/02/2025 00:00;07/02/2025 18:00;TC S.A, TRY & BUY- DEFENDER;Desenvolvimento e implementação de projeto DEFENDER
9800;CONVERT COMPANY;M365;Fechado;43.0;23:32:00;100.0;23/04/2025 00:00;Descontar do PLUS no inicio do projeto;Luciano Seabra;João Mendonça - TEEVO;17/01/2025 00:00;23/04/2025 00:00;02/04/2025 18:00;Convert - MDM, Intune;Desenvolvimento e implementação de projeto INTUNE
9814;Casa do Pica Pau;M365;Fechado;10.0;17:18:00;75.0;21/02/2025 00:00;Faturar no inicio do projeto;Luciano Seabra;Tatiana Lesnieski;20/01/2025 00:00;21/02/2025 00:00;14/02/2025 18:00;CASA DO PICA-PAU (HOHL), Fluxo Jornada;Assessment de Segurança
9954;ZILOR;M365;Fechado;30.0;35:23:00;100.0;03/04/2025 00:00;Descontar do PLUS no inicio do projeto;Luciano Seabra;Eder Rodrigues;28/01/2025 00:00;03/04/2025 00:00;31/03/2025 18:00;ZILOR , IMPLEMENTAÇÃO MIP/DLP;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
9486;PAYCON - PAYROLL;M365;Fechado;70.0;33:05:00;100.0;15/03/2025 00:00;Faturar no inicio do projeto;Luciano Seabra;Keila Sayuri;30/12/2024 00:00;15/03/2025 00:00;21/02/2025 20:00;MICROSOFT 365 E SERVIÇO  - PAYCON AUTOMAÇÃO;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
8998;A7 REALIZACOES;M365;Fechado;25.0;4:17:00;100.0;21/01/2025 00:00;Faturar no inicio do projeto;Luciano Seabra;Jéssica Oliveira;28/11/2024 00:00;21/01/2025 00:00;17/01/2025 17:00;A7 REALIZACOES - PROJETO - CONFIGURAÇÃO SHAREPOINT ONLINE ;Desenvolvimento e implementação de projeto Sharepoint
9116;AQUANIMA;M365;Fechado;60.0;16:48:00;100.0;31/01/2025 00:00;Descontar do PLUS no inicio do projeto;Luciano Seabra;Gustavo Moyses;04/12/2024 00:00;31/01/2025 00:00;31/01/2025 16:00;AQUANIMA / M365 PREMIUM;Criação de ambiente M365
9472;JEM SYSTEM;M365;Fechado;0.0;0:09:00;;17/02/2025 00:00;Descontar do PLUS no inicio do projeto;Luciano Seabra;Juliana Santos;27/12/2024 00:00;17/02/2025 00:00;;JEMSystem, 300 M365 STD;Migracao de tenant para tenant
9361;VITECH MEDICAL;M365;Fechado;30.0;4:34:00;75.0;06/01/2025 00:00;PRIME;Luciano Seabra;Thiago Alcantara;17/12/2024 00:00;06/01/2025 00:00;27/01/2025 18:00;VITECH, 365;Desenvolvimento e implementação de projeto de migração para Sharepoint
9417;ASA Investments;M365;Fechado;50.0;20:25:00;75.0;12/02/2025 00:00;Faturar no inicio do projeto;Luciano Seabra;Erika Okada;19/12/2024 00:00;12/02/2025 00:00;07/02/2025 14:00;ASA, Pool de horas;Assessment de Segurança
9423;USAFLEX FRANQUIAS;M365;Fechado;10.0;3:00:00;100.0;06/01/2025 00:00;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Edison Sprandel;20/12/2024 00:00;21/01/2025 00:00;;USAFLEX, FAST Track Advanced Security;Assessment de Segurança
9283;SISCOM;M365;Fechado;20.0;15:54:00;100.0;08/05/2025 00:00;Descontar do PLUS no inicio do projeto;Tadeu Trajano;Erika Okada;12/12/2024 00:00;08/05/2025 00:00;04/04/2025 18:00;SISCOM, ADFS;Desenvolvimento e implementação de projeto de Gerenciamento de Identidade
9336;SOU.cloud;M365;Fechado;;25:02:00;;15/03/2025 00:00;;Tadeu Trajano;;16/12/2024 00:00;15/03/2025 00:00;22/01/2025 16:00;Projeto - PIM;Demandas Internas
9447;CAMPOS MELLO ADVOGADOS;M365;Fechado;50.0;39:53:00;100.0;21/03/2025 00:00;Faturado em outro projeto;Tadeu Trajano;Thiago Alcantara;23/12/2024 00:00;21/03/2025 00:00;15/01/2025 18:00;Microsoft 365 Security - Incentivo MS ;Engajamento - Threat protection engagement
9747;MUSASHI DO BRASIL LTDA;M365;Fechado;50.0;16:10:00;100.0;26/03/2025 00:00;Faturar no inicio do projeto;Tadeu Trajano;Thiago Alcantara;15/01/2025 00:00;26/03/2025 00:00;19/03/2025 12:00;Musashi - O365 Defender;Desenvolvimento e implementação de projeto DEFENDER
9866;Construtora Planeta;M365;Fechado;20.0;9:17:00;100.0;17/03/2025 00:00;Faturar no inicio do projeto;Tadeu Trajano;Thiago Alcantara;21/01/2025 00:00;17/03/2025 00:00;17/03/2025 18:00;CONSTRUTORA PLANETA  - Backup Sharepoint;Desenvolvimento e implementação de projeto Sharepoint
9666;CONVERT COMPANY;M365;Fechado;10.0;4:01:00;100.0;06/06/2025 00:00;Descontar do PLUS no inicio do projeto;Tadeu Trajano;João Mendonça - TEEVO;10/01/2025 00:00;06/06/2025 00:00;20/06/2025 18:00;Convert Company - Jornada de segurança M365, Advanced Assessment - Fast Track;Assessment de Segurança
9135;YOSEN;M365;Fechado;50.0;45:32:00;75.0;08/07/2025 00:00;Faturar no final do projeto;Helen Machado;Mateus Silva;05/12/2024 00:00;08/07/2025 00:00;11/07/2025 18:00;YOSEN Preparação Intranet (escopo a definir) - PCN 86900;Desenvolvimento e implementação de projeto INTRANET
9705;GRUPO CANOPUS;Data e Power;Fechado;10.0;2:03:00;;23/01/2025 00:00;Faturar no inicio do projeto;CDB Data Solutions;Keila Sayuri;14/01/2025 00:00;23/01/2025 00:00;;POLL DE HORAS - DISVECO;Consultoria técnica
10133;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA;Azure;Fechado;10.0;2:30:00;100.0;14/02/2025 00:00;PRIME;Marcelo Zola;Cleber Bastos;05/02/2025 00:00;17/02/2025 00:00;;LIONS TRUST - Azure;Atualização/Upgrade de ambiente
10407;SOU.cloud;M365;Em Atendimento;;82:08:00;;27/06/2025 00:00;;Eduardo Kochhann;;19/02/2025 00:00;;15/08/2025 18:00;Projeto Copilot SOU;Demandas Internas
10237;BP One Group;Azure;Fechado;14.0;0:08:00;;28/05/2025 00:00;Faturar no inicio do projeto;Eduardo Kochhann;Gustavo Moyses;11/02/2025 00:00;28/05/2025 00:00;;BP ONE / POWER BI EMBEDDED;Criação e Configuração Storage Account - Blob, File Share, Queues ou Tables
11218;CAMPOS MELLO ADVOGADOS;M365;Aguardando;35.0;0:01:00;;28/04/2025 00:00;Faturado em outro projeto;Eduardo Kochhann;Thiago Alcantara;02/04/2025 00:00;;18/07/2025 18:00;Campos Mello - Microsoft Defender for Endpoint - Estimativa de 35 horas;Desenvolvimento e implementação de projeto DEFENDER
11219;CAMPOS MELLO ADVOGADOS;M365;Aguardando;45.0;0:01:00;;28/04/2025 00:00;Faturado em outro projeto;Eduardo Kochhann;Thiago Alcantara;02/04/2025 00:00;;05/08/2025 18:00;Campos Mello - Implementação Campanha de Phishing | Estimativa de até 45 horas;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
11220;CAMPOS MELLO ADVOGADOS;M365;Aguardando;40.0;0:03:00;;15/07/2025 00:00;Faturado em outro projeto;Eduardo Kochhann;Thiago Alcantara;02/04/2025 00:00;;31/07/2025 18:00;Campos Mello - FAST.track 40 horas;Assessment de Segurança
9959;ENFORCE GESTAO DE ATIVOS S.A.;Data e Power;Aguardando;138.0;213:06:00;75.0;16/07/2025 00:00;Descontar do PLUS no inicio do projeto;Eduardo Kochhann;Thiago Alcantara;28/01/2025 00:00;;06/08/2025 18:00;ENFORCE - Auto categorização de arquivos e organização de arquivos legados (FS 3 e 4);Desenvolvimento e implementação de projeto Data
11342;CAMPOS MELLO ADVOGADOS;Azure;Resolvido;6.0;0:01:00;100.0;16/07/2025 00:00;PRIME;Eduardo Kochhann;Thiago Alcantara;09/04/2025 00:00;16/07/2025 00:00;;CAMPOS MELLO - AZURE FIREWALL;Desenvolvimento e implementação de projeto Azure Firewall
9978;SuperFrio;M365;Fechado;32.0;0:11:00;5.0;28/05/2025 00:00;Faturar no final do projeto;Eduardo Kochhann;Gustavo Moyses;29/01/2025 00:00;28/05/2025 00:00;30/06/2025 18:00;SUPERFRIO  /  INTUNE + ENTRA ID;Desenvolvimento e implementação de projeto de Gerenciamento de Identidade
11126;GS Inima Brasil;M365;Fechado;10.0;0:02:00;;09/04/2025 00:00;Engajamento;Eduardo Kochhann;Eder Rodrigues;28/03/2025 00:00;09/04/2025 00:00;;GS INIMA , THREAT PROTECTION ENGAGEMENT;Engajamento - Threat protection engagement
11133;RECORD;M365;Fechado;10.0;0:04:00;100.0;01/07/2025 00:00;Engajamento;Eduardo Kochhann;Diogo Lima;28/03/2025 00:00;01/07/2025 00:00;25/06/2025 18:00;RECORD, Data Security Engagement;Engajamento - Data security
11157;CAMPOS MELLO ADVOGADOS;M365;Aguardando;100.0;0:01:00;;15/07/2025 00:00;Faturar no inicio do projeto;Eduardo Kochhann;Thiago Alcantara;31/03/2025 00:00;;01/08/2025 18:00;Campos Mello - Implementação do Microsoft Defender for Identity | Estimativa de 100 horas;Desenvolvimento e implementação de projeto DEFENDER
11160;NEWFIELDS BRASIL;M365;Fechado;42.0;0:11:00;;28/05/2025 00:00;Faturar no inicio do projeto;Eduardo Kochhann;Denilson Barboza;31/03/2025 00:00;28/05/2025 00:00;;NewFields Brasil, Implementação de DLP;Desenvolvimento e implementação de projeto DLP e AIP (MIP)
11130;Cerradinho;M365;Fechado;20.0;21:17:00;100.0;27/05/2025 00:00;Engajamento;Gabriel de Menezes;Mateus Silva;28/03/2025 00:00;27/05/2025 00:00;12/05/2025 18:00;CERRADINHO - DATA SECURITY ENGAGEMENT;Engajamento - Data security
11131;Cerradinho;M365;Fechado;20.0;19:08:00;100.0;12/06/2025 00:00;Engajamento;Gabriel de Menezes;Mateus Silva;28/03/2025 00:00;12/06/2025 00:00;12/05/2025 18:00;THREAT PROTECTION ENGAGEMENT - CERRADINHO;Engajamento - Threat protection engagement
11127;REDE OBA HORTIFRUTI;M365;Fechado;40.0;32:43:00;100.0;27/05/2025 00:00;Engajamento;Gabriel de Menezes;Edison Sprandel;28/03/2025 00:00;27/05/2025 00:00;12/05/2025 18:00;OBA, Incentivo Data Security;Engajamento - Threat protection engagement
10870;GNG Fundações;M365;Fechado;55.0;21:05:00;100.0;30/04/2025 00:00;PRIME;Gabriel de Menezes;Juliana Santos;17/03/2025 00:00;30/04/2025 00:00;25/04/2025 18:00;GNG CONSTRUCOES, 60 M365 BB BS + PRIME - MIGRAÇÃO GMAIL;Migracao E-mails IMAP para M365
10505;Novo Cliente Projetos;M365;Fechado;28.0;35:47:00;100.0;23/04/2025 00:00;Faturar no inicio do projeto;Gabriel de Menezes;Caio D'Agostini;24/02/2025 00:00;23/04/2025 00:00;15/04/2025 12:00;HPRO - Migração de e-mails Bluest One;Migracao E-mails IMAP para M365
10013;Doctor Clin Operadora de Planos de Saúde;M365;Fechado;45.0;15:00:00;25.0;11/04/2025 00:00;Faturado em outro projeto;Gabriel de Menezes;Denilson Barboza;30/01/2025 00:00;11/04/2025 00:00;16/04/2025 16:00;DOCTOR CLIN - INTUNE;Desenvolvimento e implementação de projeto INTUNE
10178;JUSTNEW TECNOLOGIA;Azure;Fechado;1.0;0:30:00;;11/02/2025 00:00;PRIME;Daniel Modolin;Cleber Bastos;07/02/2025 00:00;11/02/2025 00:00;;JUST NEW, Upgrade VM Azure 2;Atualização/Upgrade de ambiente
11223;INSTITUTO MONITOR;Azure;Fechado;22.0;21:28:00;100.0;26/06/2025 00:00;PRIME;Mateus Augusto;Juliana Santos;02/04/2025 00:00;26/06/2025 00:00;30/06/2025 08:00;INSTITUTO MONITOR, Azure;Atualização/Upgrade de ambiente
10973;FOSNOR - GALVANI;Azure;Fechado;24.0;20:43:00;100.0;15/05/2025 00:00;Descontar do PLUS no inicio do projeto;Mateus Augusto;Tatiana Lesnieski;20/03/2025 00:00;15/05/2025 00:00;09/05/2025 18:00;GALVANI, Azure Devops;Desenvolvimento e implementação de projeto Devops
11052;PRO - LINHAS;Data e Power;Fechado;6.0;4:30:00;100.0;14/04/2025 00:00;Descontar do PLUS no inicio do projeto;Mateus Augusto;Gustavo Moyses;25/03/2025 00:00;14/04/2025 00:00;14/04/2025 18:00;PRO-LINHAS NORDESTE / FABRIC;Desenvolvimento e implementação de projeto Data
11105;Artabas;Azure;Fechado;20.0;18:46:00;100.0;23/04/2025 00:00;Faturar no inicio do projeto;René Pretto de Braga ;Eder Rodrigues;28/03/2025 00:00;23/04/2025 00:00;25/04/2025 18:03;ARTABAS , AMBIENTE BOLHA SAP AZURE;Atualização/Upgrade de ambiente
10764;IPM SISTEMAS;Azure;Fechado;8.0;9:34:00;75.0;28/05/2025 00:00;Faturar no inicio do projeto;René Pretto de Braga ;Gustavo Moyses;11/03/2025 00:00;28/05/2025 00:00;25/04/2025 18:00;IPM SISTEMAS / EMBEDDED 2;Desenvolvimento e implementação de projeto Virtual Desktop
10695;TRIUNFO;Azure;Fechado;24.0;14:31:00;100.0;15/04/2025 00:00;Faturar no inicio do projeto;René Pretto de Braga ;Diogo Lima;06/03/2025 00:00;15/04/2025 00:00;11/04/2025 18:00;TRIUNFO, Projeto Migração Storage (10TB);Desenvolvimento e implementação de projeto de Migração de Banco de Dados
10067;PHARLAB INDUSTRIA FARMACEUTICA S.A;Azure;Fechado;20.0;9:55:00;100.0;10/02/2025 00:00;Faturar no inicio do projeto;René Pretto de Braga ;Cleber Bastos;03/02/2025 00:00;10/02/2025 00:00;10/02/2025 18:00;PHARLAB, AZURE BACKUP (RA-GRS-US);Migracao Workload On Premises para Azure
